name,student_email,username,password,school_name,class,parent_1_name,parent_1_phone,parent_1_email,parent_2_name,parent_2_phone,parent_2_email,address,pin_code,mode_of_transport,carpool,car_details,fuel_type
Aakash Sharma,aakash.sharma@delhipublicschool.edu.in,aakash895,Pass9603,Delhi Public School,12,Om Bajaj,918450368293,om.bajaj@yahoo.com,Ayaan Rana,918403941196,ayaan.rana@yahoo.com,"D-4, Lajpat Nagar, New Delhi",110024,Car,N,Maruti Alto,Petrol
Harsh Jain,harsh.jain@sanskritischool.edu.in,harsh640,Pass9993,Sanskriti School,9,Parth Desai,917404908991,parth.desai@gmail.com,Vivaan Nair,917606783912,vivaan.nair@gmail.com,"B-6, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Tanay Desai,tanay.desai@sanskritischool.edu.in,tanay954,Pass2446,Sanskriti School,8,Om Sharma,919037693161,om.sharma@gmail.com,Reyansh Gupta,919831198383,reyansh.gupta@hotmail.com,"D-22, Rohini, New Delhi",110085,Bus,,,Diesel
Gaurav Tripathi,gaurav.tripathi@themother'sinternationalschool.edu.in,gaurav720,Pass1493,The Mother's International School,1,Aditya Malhotra,918552606242,aditya.malhotra@gmail.com,Aakash Bajaj,918751164812,aakash.bajaj@yahoo.com,"C-19, Dwarka, New Delhi",110075,Bus,,,Diesel
Eshan Chopra,eshan.chopra@sanskritischool.edu.in,eshan392,Pass2378,Sanskriti School,1,Ritvik Sethi,918895816682,ritvik.sethi@hotmail.com,Aarav Tiwari,917140515911,aarav.tiwari@hotmail.com,"A-3, Malviya Nagar, New Delhi",110017,Car,N,Mahindra Scorpio,Diesel
Ishaan Rana,ishaan.rana@springdalesschool.edu.in,ishaan763,Pass5132,Springdales School,8,Pranav Bansal,919715598521,pranav.bansal@gmail.com,Aarav Sethi,919452330764,aarav.sethi@yahoo.com,"D-14, Greater Kailash, New Delhi",110048,Car,N,Maruti Alto,Petrol
Arnav Dhillon,arnav.dhillon@sanskritischool.edu.in,arnav356,Pass9726,Sanskriti School,2,Laksh Nair,918112464238,laksh.nair@yahoo.com,Rohan Bansal,917500244370,rohan.bansal@hotmail.com,"A-11, Malviya Nagar, New Delhi",110017,Car,N,Maruti Alto,Petrol
Om Joshi,om.joshi@themother'sinternationalschool.edu.in,om692,Pass7362,The Mother's International School,3,Aditya Saini,917765466416,aditya.saini@gmail.com,Yuvraj Verma,919902213652,yuvraj.verma@hotmail.com,"D-4, Malviya Nagar, New Delhi",110017,Car,Y,Volkswagen Polo,Petrol
Pranav Tripathi,pranav.tripathi@sanskritischool.edu.in,pranav641,Pass1652,Sanskriti School,2,Nirvaan Dhillon,918444434204,nirvaan.dhillon@yahoo.com,Yuvraj Malhotra,918666111967,yuvraj.malhotra@hotmail.com,"D-10, Pitampura, New Delhi",110034,Car,Y,Tata Nexon,Petrol
Raghav Garg,raghav.garg@delhipublicschool.edu.in,raghav800,Pass3769,Delhi Public School,5,Aryan Chawla,917758744022,aryan.chawla@yahoo.com,Tanishq Bhat,918401171718,tanishq.bhat@hotmail.com,"B-14, Safdarjung Enclave, New Delhi",110029,Car,N,Volkswagen Polo,Petrol
Laksh Ahluwalia,laksh.ahluwalia@sanskritischool.edu.in,laksh875,Pass7667,Sanskriti School,2,Harsh Jain,918698098680,harsh.jain@gmail.com,Arnav Bansal,917118168784,arnav.bansal@gmail.com,"C-17, Lajpat Nagar, New Delhi",110024,Car,N,Honda City,Petrol
Sai Verma,sai.verma@themother'sinternationalschool.edu.in,sai783,Pass1743,The Mother's International School,10,Ishaan Sethi,918337223961,ishaan.sethi@yahoo.com,Tanishq Tiwari,919952376611,tanishq.tiwari@gmail.com,"D-14, Hauz Khas, New Delhi",110016,Car,Y,Maruti Alto,Petrol
Rajat Choudhary,rajat.choudhary@themother'sinternationalschool.edu.in,rajat356,Pass2827,The Mother's International School,10,Arnav Tiwari,919061042754,arnav.tiwari@yahoo.com,Samarth Singh,917850865779,samarth.singh@gmail.com,"A-2, Rohini, New Delhi",110085,Car,N,Honda City,Petrol
Atharv Choudhary,atharv.choudhary@delhipublicschool.edu.in,atharv636,Pass7856,Delhi Public School,5,Keshav Mehta,917112078403,keshav.mehta@yahoo.com,Aayush Tripathi,919286066221,aayush.tripathi@hotmail.com,"B-5, Lajpat Nagar, New Delhi",110024,Car,N,Volkswagen Polo,Petrol
Aman Bhardwaj,aman.bhardwaj@springdalesschool.edu.in,aman195,Pass6379,Springdales School,2,Dev Pillai,918499349134,dev.pillai@gmail.com,Advik Tripathi,919768831235,advik.tripathi@yahoo.com,"C-10, Safdarjung Enclave, New Delhi",110029,Car,N,Hyundai i20,Petrol
Jay Tyagi,jay.tyagi@springdalesschool.edu.in,jay208,Pass6705,Springdales School,7,Keshav Bhardwaj,919510866681,keshav.bhardwaj@gmail.com,Pranav Bhat,918274549298,pranav.bhat@yahoo.com,"A-9, Vasant Kunj, New Delhi",110070,Car,Y,Tata Nexon,Petrol
Ranveer Tyagi,ranveer.tyagi@vasantvalleyschool.edu.in,ranveer345,Pass2936,Vasant Valley School,11,Dhruv Saxena,917738789655,dhruv.saxena@gmail.com,Ritvik Mehta,917213971900,ritvik.mehta@yahoo.com,"A-21, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Kiaan Gupta,kiaan.gupta@springdalesschool.edu.in,kiaan533,Pass9190,Springdales School,6,Arnav Rana,917435382213,arnav.rana@yahoo.com,Raghav Singh,917622424802,raghav.singh@gmail.com,"D-16, Rohini, New Delhi",110085,Bus,,,Diesel
Rudra Verma,rudra.verma@sanskritischool.edu.in,rudra627,Pass3385,Sanskriti School,10,Sarthak Singh,919211932006,sarthak.singh@hotmail.com,Aayush Tyagi,919972987779,aayush.tyagi@yahoo.com,"D-15, Pitampura, New Delhi",110034,Car,N,Maruti Alto,Petrol
Krishna Chopra,krishna.chopra@delhipublicschool.edu.in,krishna983,Pass4456,Delhi Public School,8,Manan Sharma,919066311232,manan.sharma@hotmail.com,Arnav Sharma,918295703349,arnav.sharma@hotmail.com,"D-10, Rohini, New Delhi",110085,Car,N,Ford EcoSport,Diesel
Neel Ahluwalia,neel.ahluwalia@vasantvalleyschool.edu.in,neel121,Pass7859,Vasant Valley School,5,Tanay Pandey,919975882169,tanay.pandey@hotmail.com,Om Garg,917971970029,om.garg@hotmail.com,"B-8, Malviya Nagar, New Delhi",110017,Car,N,Mahindra Scorpio,Diesel
Dev Bansal,dev.bansal@springdalesschool.edu.in,dev880,Pass2777,Springdales School,8,Abhinav Tyagi,919738422601,abhinav.tyagi@hotmail.com,Abhinav Desai,919394577839,abhinav.desai@gmail.com,"C-16, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Ujjwal Agarwal,ujjwal.agarwal@themother'sinternationalschool.edu.in,ujjwal952,Pass9858,The Mother's International School,12,Ujjwal Kapoor,919596193461,ujjwal.kapoor@gmail.com,Harsh Ahluwalia,918259302275,harsh.ahluwalia@hotmail.com,"C-9, Saket, New Delhi",110017,Bus,,,Diesel
Sarthak Khanna,sarthak.khanna@themother'sinternationalschool.edu.in,sarthak754,Pass8498,The Mother's International School,4,Samarth Kapoor,917607482225,samarth.kapoor@gmail.com,Rohan Chawla,917648967492,rohan.chawla@gmail.com,"A-5, Rohini, New Delhi",110085,Car,N,Hyundai i20,Petrol
Rudra Tiwari,rudra.tiwari@sanskritischool.edu.in,rudra330,Pass1665,Sanskriti School,2,Vivaan Bhardwaj,918177301695,vivaan.bhardwaj@gmail.com,Reyansh Rana,918784253211,reyansh.rana@hotmail.com,"C-15, Saket, New Delhi",110017,Car,Y,Hyundai i20,Petrol
Manan Chawla,manan.chawla@sanskritischool.edu.in,manan556,Pass5808,Sanskriti School,2,Rajat Mehta,918913228031,rajat.mehta@gmail.com,Yuvraj Khanna,919797919535,yuvraj.khanna@yahoo.com,"A-24, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Jay Nair,jay.nair@vasantvalleyschool.edu.in,jay641,Pass5010,Vasant Valley School,2,Aayush Agarwal,918474928169,aayush.agarwal@yahoo.com,Jay Khanna,919386895060,jay.khanna@gmail.com,"D-12, Safdarjung Enclave, New Delhi",110029,Car,N,Ford EcoSport,Diesel
Reyansh Kumar,reyansh.kumar@themother'sinternationalschool.edu.in,reyansh741,Pass3891,The Mother's International School,1,Kartik Gill,919351563069,kartik.gill@hotmail.com,Parth Dhillon,917407685345,parth.dhillon@gmail.com,"A-20, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Abhinav Sharma,abhinav.sharma@delhipublicschool.edu.in,abhinav146,Pass8110,Delhi Public School,8,Manan Kumar,917758967909,manan.kumar@yahoo.com,Aakash Saini,918611095263,aakash.saini@gmail.com,"A-3, Saket, New Delhi",110017,Car,N,Hyundai i20,Petrol
Samar Malhotra,samar.malhotra@sanskritischool.edu.in,samar969,Pass5813,Sanskriti School,7,Kabir Garg,919415645313,kabir.garg@hotmail.com,Laksh Tyagi,917320161963,laksh.tyagi@yahoo.com,"C-9, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Kiaan Tiwari,kiaan.tiwari@delhipublicschool.edu.in,kiaan174,Pass2001,Delhi Public School,10,Shaurya Jain,918439313956,shaurya.jain@hotmail.com,Tanishq Tripathi,918813080952,tanishq.tripathi@yahoo.com,"D-23, Safdarjung Enclave, New Delhi",110029,Car,N,Tata Nexon,Petrol
Neel Gupta,neel.gupta@themother'sinternationalschool.edu.in,neel527,Pass6230,The Mother's International School,3,Sai Agarwal,919552791638,sai.agarwal@gmail.com,Rudra Bhardwaj,919068416740,rudra.bhardwaj@gmail.com,"A-8, Rohini, New Delhi",110085,Car,N,Volkswagen Polo,Petrol
Samar Sharma,samar.sharma@springdalesschool.edu.in,samar638,Pass8792,Springdales School,7,Atharv Mehta,917236246835,atharv.mehta@hotmail.com,Manan Rana,918858503430,manan.rana@gmail.com,"D-6, Lajpat Nagar, New Delhi",110024,Car,N,Maruti Alto,Petrol
Reyansh Nair,reyansh.nair@sanskritischool.edu.in,reyansh125,Pass7056,Sanskriti School,3,Kabir Bhat,917942282433,kabir.bhat@hotmail.com,Jay Gupta,919671968060,jay.gupta@gmail.com,"B-13, Hauz Khas, New Delhi",110016,Bus,,,Diesel
